"Time (s)","Illuminance (lx)"
2.257150009E3,0.000000000E0
2.257499991E3,0.000000000E0
2.257850003E3,0.000000000E0
2.258200017E3,1.000000000E0
2.258549998E3,0.000000000E0
2.258900013E3,0.000000000E0
2.259249995E3,0.000000000E0
2.259600008E3,1.000000000E0
2.259949991E3,0.000000000E0
2.260300003E3,0.000000000E0
2.260650017E3,0.000000000E0
2.260999998E3,0.000000000E0
2.261350011E3,0.000000000E0
2.261699994E3,0.000000000E0
2.262050006E3,0.000000000E0
2.262399989E3,0.000000000E0
2.262750002E3,0.000000000E0
2.263100016E3,0.000000000E0
2.263449997E3,0.000000000E0
2.263800009E3,1.000000000E0
2.264149992E3,0.000000000E0
2.264500005E3,0.000000000E0
2.264850019E3,0.000000000E0
2.265200000E3,1.000000000E0
2.265550014E3,0.000000000E0
2.265899995E3,0.000000000E0
2.266250009E3,0.000000000E0
2.266599991E3,0.000000000E0
2.266950003E3,0.000000000E0
2.267300017E3,0.000000000E0
2.267649998E3,0.000000000E0
2.268000012E3,0.000000000E0
2.268349995E3,0.000000000E0
2.268700008E3,0.000000000E0
2.269049991E3,0.000000000E0
2.269400003E3,0.000000000E0
2.269750017E3,0.000000000E0
2.270099998E3,0.000000000E0
2.270450011E3,0.000000000E0
2.270799994E3,0.000000000E0
2.271150006E3,1.000000000E0
2.271499989E3,0.000000000E0
2.271850002E3,0.000000000E0
2.272200016E3,0.000000000E0
2.272549997E3,0.000000000E0
2.272900009E3,0.000000000E0
2.273249992E3,0.000000000E0
2.273600005E3,0.000000000E0
2.273950019E3,0.000000000E0
2.274300000E3,0.000000000E0
2.274650014E3,0.000000000E0
2.274999995E3,0.000000000E0
2.275350009E3,0.000000000E0
2.275699991E3,1.000000000E0
2.276050003E3,0.000000000E0
2.276400017E3,0.000000000E0
2.276749998E3,0.000000000E0
2.277100012E3,1.000000000E0
2.277449995E3,0.000000000E0
2.277800008E3,0.000000000E0
2.278149991E3,2.000000000E0
2.278500003E3,0.000000000E0
2.278850017E3,0.000000000E0
2.279199998E3,0.000000000E0
2.279550011E3,0.000000000E0
2.279899994E3,0.000000000E0
2.280250006E3,0.000000000E0
2.280599989E3,0.000000000E0
2.280950002E3,0.000000000E0
2.281300016E3,0.000000000E0
2.281649997E3,0.000000000E0
2.282000009E3,0.000000000E0
2.282349992E3,0.000000000E0
2.282700006E3,0.000000000E0
2.283050019E3,0.000000000E0
2.283400000E3,0.000000000E0
2.283750014E3,0.000000000E0
2.284099995E3,0.000000000E0
2.284450009E3,0.000000000E0
2.284799992E3,0.000000000E0
2.285150003E3,0.000000000E0
2.285500017E3,0.000000000E0
2.285849998E3,0.000000000E0
2.286200012E3,0.000000000E0
2.286549995E3,0.000000000E0
2.286900008E3,0.000000000E0
2.287249991E3,0.000000000E0
2.287600003E3,0.000000000E0
2.287950017E3,0.000000000E0
2.288299998E3,0.000000000E0
2.288650011E3,1.000000000E0
2.288999994E3,0.000000000E0
2.289350006E3,0.000000000E0
2.289699989E3,0.000000000E0
2.290050002E3,0.000000000E0
2.290400016E3,0.000000000E0
2.290749997E3,0.000000000E0
2.291100011E3,1.000000000E0
2.291449992E3,0.000000000E0
2.291800006E3,0.000000000E0
2.292150019E3,0.000000000E0
2.292500000E3,0.000000000E0
2.292850014E3,0.000000000E0
2.293199995E3,0.000000000E0
2.293550009E3,0.000000000E0
2.293899992E3,0.000000000E0
2.294250005E3,0.000000000E0
2.294600019E3,0.000000000E0
2.294950000E3,0.000000000E0
2.295300014E3,0.000000000E0
2.295649995E3,1.000000000E0
2.296000008E3,0.000000000E0
2.296349991E3,0.000000000E0
2.296700003E3,0.000000000E0
2.297050017E3,0.000000000E0
2.297399998E3,0.000000000E0
2.297750011E3,0.000000000E0
2.298099994E3,0.000000000E0
2.298450006E3,0.000000000E0
2.298799989E3,0.000000000E0
2.299150002E3,0.000000000E0
2.299500016E3,0.000000000E0
2.299849997E3,1.000000000E0
2.300200011E3,1.000000000E0
2.300549992E3,0.000000000E0
2.300900006E3,0.000000000E0
2.301250019E3,0.000000000E0
2.301600000E3,1.000000000E0
2.301950014E3,0.000000000E0
2.302299995E3,0.000000000E0
2.302650009E3,0.000000000E0
2.302999992E3,0.000000000E0
2.303350005E3,0.000000000E0
2.303700019E3,0.000000000E0
2.304050000E3,0.000000000E0
2.304400014E3,0.000000000E0
2.304749995E3,0.000000000E0
2.305100008E3,0.000000000E0
2.305449991E3,0.000000000E0
2.305800003E3,0.000000000E0
2.306150017E3,1.000000000E0
2.306499998E3,0.000000000E0
2.306850011E3,0.000000000E0
2.307199994E3,0.000000000E0
2.307550006E3,0.000000000E0
2.307899989E3,0.000000000E0
2.308250002E3,0.000000000E0
2.308600016E3,0.000000000E0
2.308949997E3,0.000000000E0
2.309300011E3,0.000000000E0
2.309649994E3,0.000000000E0
2.310000006E3,0.000000000E0
2.310350019E3,0.000000000E0
2.310700000E3,1.000000000E0
2.311050014E3,0.000000000E0
2.311399995E3,0.000000000E0
2.311750009E3,2.000000000E0
2.312099992E3,0.000000000E0
2.312450005E3,0.000000000E0
2.312800019E3,0.000000000E0
2.313150000E3,0.000000000E0
2.313500014E3,0.000000000E0
2.313849995E3,0.000000000E0
2.314200008E3,1.000000000E0
2.314549991E3,0.000000000E0
2.314900003E3,0.000000000E0
2.315250017E3,0.000000000E0
2.315599998E3,0.000000000E0
2.315950012E3,0.000000000E0
2.316299994E3,0.000000000E0
2.316650008E3,1.000000000E0
2.316999989E3,0.000000000E0
2.317350002E3,0.000000000E0
2.317700016E3,0.000000000E0
2.318049997E3,0.000000000E0
2.318400011E3,0.000000000E0
2.318749994E3,0.000000000E0
2.319100006E3,0.000000000E0
2.319450020E3,0.000000000E0
2.319800002E3,0.000000000E0
2.320150014E3,0.000000000E0
2.320499997E3,0.000000000E0
2.320850009E3,0.000000000E0
2.321199992E3,2.000000000E0
2.321550005E3,0.000000000E0
2.321900019E3,0.000000000E0
2.322250000E3,0.000000000E0
2.322600014E3,0.000000000E0
2.322949995E3,0.000000000E0
2.323300008E3,0.000000000E0
2.323649991E3,0.000000000E0
2.324000003E3,0.000000000E0
2.324350017E3,0.000000000E0
2.324699998E3,0.000000000E0
2.325050013E3,0.000000000E0
2.325399994E3,0.000000000E0
2.325750008E3,1.000000000E0
2.326099989E3,0.000000000E0
2.326450002E3,0.000000000E0
2.326800016E3,0.000000000E0
2.327149997E3,0.000000000E0
2.327500011E3,0.000000000E0
2.327849994E3,0.000000000E0
2.328200006E3,0.000000000E0
2.328550020E3,0.000000000E0
2.328900002E3,0.000000000E0
2.329250014E3,1.000000000E0
2.329599997E3,0.000000000E0
2.329950009E3,0.000000000E0
2.330299992E3,0.000000000E0
2.330650005E3,0.000000000E0
2.331000019E3,0.000000000E0
2.331350000E3,0.000000000E0
2.331700014E3,0.000000000E0
2.332049995E3,0.000000000E0
2.332400008E3,0.000000000E0
2.332749991E3,0.000000000E0
2.333100003E3,0.000000000E0
2.333450017E3,0.000000000E0
2.333799998E3,1.000000000E0
2.334150013E3,0.000000000E0
2.334499994E3,0.000000000E0
2.334850008E3,0.000000000E0
2.335199989E3,0.000000000E0
2.335550002E3,0.000000000E0
2.335900016E3,0.000000000E0
2.336249997E3,1.000000000E0
2.336600011E3,0.000000000E0
2.336949994E3,0.000000000E0
2.337300006E3,0.000000000E0
2.337650019E3,0.000000000E0
2.338000002E3,0.000000000E0
2.338350016E3,1.000000000E0
2.338699997E3,0.000000000E0
2.339050009E3,0.000000000E0
2.339399992E3,0.000000000E0
2.339750005E3,0.000000000E0
2.340100019E3,0.000000000E0
2.340450000E3,0.000000000E0
2.340800014E3,0.000000000E0
2.341149995E3,0.000000000E0
2.341500009E3,0.000000000E0
2.341849991E3,1.000000000E0
2.342200003E3,0.000000000E0
2.342550017E3,0.000000000E0
2.342899998E3,0.000000000E0
2.343250012E3,0.000000000E0
2.343599995E3,0.000000000E0
2.343950008E3,0.000000000E0
2.344299991E3,0.000000000E0
2.344650002E3,0.000000000E0
2.345000016E3,0.000000000E0
2.345349997E3,0.000000000E0
2.345700011E3,0.000000000E0
2.346049994E3,0.000000000E0
2.346400006E3,1.000000000E0
2.346750020E3,0.000000000E0
2.347100002E3,0.000000000E0
2.347450016E3,0.000000000E0
2.347799997E3,0.000000000E0
2.348150009E3,0.000000000E0
2.348499992E3,0.000000000E0
2.348850005E3,0.000000000E0
2.349200019E3,0.000000000E0
2.349550000E3,0.000000000E0
2.349900014E3,1.000000000E0
2.350249995E3,0.000000000E0
2.350600009E3,0.000000000E0
2.350949991E3,1.000000000E0
2.351300003E3,0.000000000E0
2.351650017E3,0.000000000E0
2.351999998E3,0.000000000E0
2.352350012E3,0.000000000E0
2.352699995E3,0.000000000E0
2.353050008E3,0.000000000E0
2.353399991E3,0.000000000E0
2.353750003E3,0.000000000E0
2.354100016E3,0.000000000E0
2.354449998E3,1.000000000E0
2.354800011E3,0.000000000E0
2.355149994E3,0.000000000E0
2.355500006E3,0.000000000E0
2.355849989E3,0.000000000E0
2.356200002E3,0.000000000E0
2.356550016E3,0.000000000E0
2.356899997E3,0.000000000E0
2.357250009E3,0.000000000E0
2.357599992E3,0.000000000E0
2.357950005E3,0.000000000E0
2.358300019E3,0.000000000E0
2.358650000E3,0.000000000E0
2.359000014E3,1.000000000E0
2.359349995E3,0.000000000E0
2.359700009E3,0.000000000E0
2.360049991E3,0.000000000E0
2.360400003E3,0.000000000E0
2.360750017E3,0.000000000E0
2.361099998E3,0.000000000E0
2.361450012E3,0.000000000E0
2.361799995E3,0.000000000E0
2.362150008E3,0.000000000E0
2.362499991E3,0.000000000E0
2.362850003E3,0.000000000E0
2.363200017E3,0.000000000E0
2.363549998E3,1.000000000E0
2.363900011E3,0.000000000E0
2.364249994E3,0.000000000E0
2.364600006E3,0.000000000E0
2.364949989E3,0.000000000E0
2.365300002E3,0.000000000E0
2.365650016E3,0.000000000E0
2.365999997E3,0.000000000E0
2.366350009E3,0.000000000E0
2.366699992E3,0.000000000E0
2.367050005E3,1.000000000E0
2.367400019E3,0.000000000E0
2.367750000E3,0.000000000E0
2.368100014E3,0.000000000E0
2.368449995E3,0.000000000E0
2.368800009E3,0.000000000E0
2.369149991E3,0.000000000E0
2.369500003E3,0.000000000E0
2.369850017E3,0.000000000E0
2.370199998E3,0.000000000E0
2.370550013E3,0.000000000E0
2.370899995E3,0.000000000E0
2.371250008E3,0.000000000E0
2.371599991E3,1.000000000E0
2.371950003E3,0.000000000E0
2.372300017E3,0.000000000E0
2.372649998E3,0.000000000E0
2.373000011E3,0.000000000E0
2.373349994E3,0.000000000E0
2.373700006E3,1.000000000E0
2.374049989E3,0.000000000E0
2.374400002E3,0.000000000E0
2.374750016E3,0.000000000E0
2.375099997E3,0.000000000E0
2.375450009E3,0.000000000E0
2.375799992E3,0.000000000E0
2.376150005E3,0.000000000E0
2.376500019E3,0.000000000E0
2.376850000E3,0.000000000E0
2.377200014E3,1.000000000E0
2.377549995E3,0.000000000E0
2.377900009E3,0.000000000E0
2.378249992E3,0.000000000E0
2.378600003E3,1.000000000E0
2.378950017E3,0.000000000E0
2.379299998E3,0.000000000E0
2.379650013E3,0.000000000E0
2.379999995E3,0.000000000E0
2.380350008E3,0.000000000E0
2.380699991E3,0.000000000E0
2.381050003E3,0.000000000E0
2.381400017E3,0.000000000E0
2.381749998E3,1.000000000E0
2.382100011E3,0.000000000E0
2.382449994E3,0.000000000E0
2.382800006E3,0.000000000E0
2.383149989E3,0.000000000E0
2.383500002E3,0.000000000E0
2.383850016E3,0.000000000E0
2.384199997E3,0.000000000E0
2.384550011E3,0.000000000E0
2.384899992E3,0.000000000E0
2.385250006E3,0.000000000E0
2.385600019E3,0.000000000E0
2.385950000E3,0.000000000E0
2.386300014E3,0.000000000E0
2.386649995E3,0.000000000E0
2.387000009E3,0.000000000E0
2.387349992E3,0.000000000E0
2.387700003E3,0.000000000E0
2.388050017E3,0.000000000E0
2.388399998E3,1.000000000E0
2.388750012E3,0.000000000E0
2.389099995E3,0.000000000E0
2.389450008E3,0.000000000E0
2.389799991E3,1.000000000E0
2.390150003E3,0.000000000E0
2.390500017E3,0.000000000E0
2.390849998E3,0.000000000E0
2.391200011E3,0.000000000E0
2.391549994E3,0.000000000E0
2.391900006E3,0.000000000E0
2.392249989E3,0.000000000E0
2.392600002E3,0.000000000E0
2.392950016E3,1.000000000E0
2.393299997E3,0.000000000E0
2.393650011E3,0.000000000E0
2.393999992E3,0.000000000E0
2.394350006E3,0.000000000E0
2.394700019E3,0.000000000E0
2.395050000E3,0.000000000E0
2.395400014E3,0.000000000E0
2.395749995E3,0.000000000E0
2.396100009E3,0.000000000E0
2.396449992E3,1.000000000E0
2.396800003E3,0.000000000E0
2.397150019E3,0.000000000E0
2.397500000E3,0.000000000E0
2.397850012E3,0.000000000E0
2.398199995E3,0.000000000E0
2.398550008E3,0.000000000E0
2.398899991E3,0.000000000E0
2.399250003E3,0.000000000E0
2.399600017E3,0.000000000E0
2.399949998E3,1.000000000E0
2.400300011E3,0.000000000E0
2.400649994E3,0.000000000E0
2.401000006E3,0.000000000E0
2.401349989E3,1.000000000E0
2.401700002E3,0.000000000E0
2.402050016E3,0.000000000E0
2.402399997E3,0.000000000E0
2.402750011E3,0.000000000E0
2.403099992E3,0.000000000E0
2.403450006E3,0.000000000E0
2.403800019E3,0.000000000E0
2.404150000E3,0.000000000E0
2.404500014E3,0.000000000E0
2.404849995E3,0.000000000E0
2.405200009E3,0.000000000E0
2.405549992E3,0.000000000E0
2.405900005E3,1.000000000E0
2.406250017E3,0.000000000E0
2.406600000E3,1.000000000E0
2.406950014E3,0.000000000E0
2.407299995E3,0.000000000E0
2.407650008E3,0.000000000E0
2.407999991E3,0.000000000E0
2.408350003E3,0.000000000E0
2.408700017E3,0.000000000E0
2.409049998E3,0.000000000E0
2.409400013E3,0.000000000E0
2.409749994E3,0.000000000E0
2.410100006E3,1.000000000E0
2.410449989E3,0.000000000E0
2.410800002E3,0.000000000E0
2.411150016E3,0.000000000E0
2.411499997E3,0.000000000E0
2.411850011E3,0.000000000E0
2.412199994E3,0.000000000E0
2.412550006E3,0.000000000E0
2.412900019E3,0.000000000E0
2.413250000E3,0.000000000E0
2.413600014E3,0.000000000E0
2.413949995E3,0.000000000E0
2.414300009E3,0.000000000E0
2.414649992E3,1.000000000E0
2.415000005E3,0.000000000E0
2.415350019E3,0.000000000E0
2.415700000E3,0.000000000E0
2.416050014E3,0.000000000E0
2.416399995E3,0.000000000E0
2.416750008E3,0.000000000E0
2.417099991E3,0.000000000E0
2.417450003E3,0.000000000E0
2.417800017E3,0.000000000E0
2.418149998E3,0.000000000E0
2.418500012E3,0.000000000E0
2.418849994E3,0.000000000E0
2.419200008E3,0.000000000E0
2.419549989E3,0.000000000E0
2.419900002E3,0.000000000E0
2.420250016E3,0.000000000E0
2.420599997E3,0.000000000E0
2.420950011E3,0.000000000E0
2.421299994E3,0.000000000E0
2.421650006E3,0.000000000E0
2.422000019E3,0.000000000E0
2.422350000E3,0.000000000E0
2.422700014E3,0.000000000E0
2.423049995E3,0.000000000E0
2.423400009E3,0.000000000E0
2.423749992E3,0.000000000E0
2.424100005E3,0.000000000E0
2.424450019E3,0.000000000E0
2.424800000E3,0.000000000E0
2.425150014E3,0.000000000E0
2.425499995E3,0.000000000E0
2.425850008E3,0.000000000E0
2.426199991E3,0.000000000E0
2.426550003E3,0.000000000E0
2.426900017E3,0.000000000E0
2.427249998E3,0.000000000E0
2.427600012E3,0.000000000E0
2.427949994E3,0.000000000E0
2.428300008E3,0.000000000E0
2.428649989E3,0.000000000E0
2.429000002E3,0.000000000E0
2.429350016E3,0.000000000E0
2.429699997E3,0.000000000E0
2.430050011E3,0.000000000E0
2.430399994E3,1.000000000E0
2.430750006E3,0.000000000E0
2.431100020E3,0.000000000E0
2.431450002E3,0.000000000E0
2.431800016E3,0.000000000E0
2.432149997E3,0.000000000E0
2.432500009E3,0.000000000E0
2.432849992E3,0.000000000E0
2.433200005E3,0.000000000E0
2.433550019E3,0.000000000E0
2.433900000E3,1.000000000E0
2.434250014E3,0.000000000E0
2.434599995E3,0.000000000E0
2.434950008E3,1.000000000E0
2.435299991E3,0.000000000E0
2.435650003E3,0.000000000E0
2.436000017E3,0.000000000E0
2.436349998E3,0.000000000E0
2.436700012E3,0.000000000E0
2.437049994E3,0.000000000E0
2.437400008E3,0.000000000E0
2.437749989E3,0.000000000E0
2.438100002E3,0.000000000E0
2.438450016E3,6.000000000E0
2.438799997E3,2.000000000E0
2.439150011E3,0.000000000E0
2.439499994E3,0.000000000E0
2.439850006E3,0.000000000E0
2.440200020E3,1.000000000E0
2.440550002E3,3.000000000E0
2.440900016E3,1.000000000E0
2.441249997E3,5.000000000E0
2.441600009E3,0.000000000E0
2.441949992E3,0.000000000E0
2.442300005E3,5.000000000E0
2.442650019E3,0.000000000E0
2.443000000E3,2.000000000E0
2.443350014E3,0.000000000E0
2.443699995E3,8.000000000E0
2.444050008E3,0.000000000E0
2.444399991E3,5.000000000E0
2.444750003E3,0.000000000E0
2.445100017E3,0.000000000E0
2.445449998E3,0.000000000E0
2.445800013E3,0.000000000E0
2.446149995E3,0.000000000E0
2.446500008E3,0.000000000E0
2.446849991E3,0.000000000E0
2.447200002E3,0.000000000E0
2.447550016E3,0.000000000E0
2.447899997E3,2.000000000E0
2.448250011E3,0.000000000E0
2.448599994E3,0.000000000E0
2.448950006E3,0.000000000E0
2.449300020E3,0.000000000E0
2.449650002E3,0.000000000E0
2.450000016E3,2.000000000E0
2.450349997E3,0.000000000E0
2.450700009E3,0.000000000E0
2.451049992E3,2.000000000E0
2.451400005E3,1.000000000E0
2.451750019E3,0.000000000E0
2.452100000E3,0.000000000E0
2.452450014E3,0.000000000E0
2.452799995E3,0.000000000E0
2.453150008E3,0.000000000E0
2.453499991E3,0.000000000E0
2.453850003E3,0.000000000E0
2.454200017E3,0.000000000E0
2.454549998E3,0.000000000E0
2.454900013E3,0.000000000E0
2.455249995E3,0.000000000E0
2.455600008E3,0.000000000E0
2.455949991E3,1.000000000E0
2.456300002E3,0.000000000E0
2.456650016E3,2.000000000E0
2.456999997E3,0.000000000E0
2.457350011E3,0.000000000E0
2.457699994E3,0.000000000E0
2.458050006E3,0.000000000E0
2.458399989E3,0.000000000E0
2.458750002E3,2.000000000E0
2.459100016E3,0.000000000E0
2.459449997E3,0.000000000E0
2.459800009E3,0.000000000E0
2.460149992E3,1.000000000E0
2.460500005E3,0.000000000E0
2.460850019E3,0.000000000E0
2.461200000E3,0.000000000E0
2.461550014E3,0.000000000E0
2.461899995E3,0.000000000E0
2.462250009E3,1.000000000E0
2.462599991E3,0.000000000E0
2.462950003E3,0.000000000E0
2.463300017E3,0.000000000E0
2.463649998E3,0.000000000E0
2.464000012E3,0.000000000E0
2.464349995E3,0.000000000E0
2.464700008E3,0.000000000E0
2.465049991E3,0.000000000E0
2.465400003E3,0.000000000E0
2.465750016E3,1.000000000E0
2.466099997E3,0.000000000E0
2.466450011E3,0.000000000E0
2.466799994E3,0.000000000E0
2.467150006E3,0.000000000E0
2.467499989E3,0.000000000E0
2.467850002E3,1.000000000E0
2.468200016E3,0.000000000E0
2.468549997E3,0.000000000E0
2.468900009E3,1.000000000E0
2.469249992E3,0.000000000E0
2.469600006E3,0.000000000E0
2.469950019E3,0.000000000E0
2.470300000E3,0.000000000E0
2.470650014E3,0.000000000E0
2.470999995E3,0.000000000E0
2.471350009E3,0.000000000E0
2.471699991E3,0.000000000E0
2.472050003E3,0.000000000E0
2.472400017E3,1.000000000E0
2.472749998E3,0.000000000E0
2.473100012E3,0.000000000E0
2.473449995E3,0.000000000E0
2.473800008E3,0.000000000E0
2.474149991E3,0.000000000E0
2.474500003E3,0.000000000E0
2.474850017E3,0.000000000E0
2.475199998E3,0.000000000E0
2.475550011E3,0.000000000E0
2.475899994E3,1.000000000E0
2.476250006E3,0.000000000E0
2.476599989E3,0.000000000E0
2.476950002E3,0.000000000E0
2.477300016E3,0.000000000E0
2.477649997E3,0.000000000E0
2.478000009E3,0.000000000E0
2.478349992E3,0.000000000E0
2.478700005E3,0.000000000E0
2.479050019E3,1.000000000E0
2.479400000E3,0.000000000E0
2.479750014E3,0.000000000E0
2.480099995E3,0.000000000E0
2.480450009E3,0.000000000E0
2.480799992E3,0.000000000E0
2.481150003E3,0.000000000E0
2.481500017E3,0.000000000E0
2.481849998E3,0.000000000E0
2.482200012E3,0.000000000E0
2.482549995E3,2.000000000E0
2.482900008E3,1.000000000E0
2.483249991E3,0.000000000E0
2.483600003E3,0.000000000E0
2.483950017E3,0.000000000E0
2.484299998E3,0.000000000E0
2.484650011E3,0.000000000E0
2.484999994E3,0.000000000E0
2.485350006E3,0.000000000E0
2.485699989E3,0.000000000E0
2.486050002E3,2.000000000E0
2.486400016E3,0.000000000E0
2.486749997E3,0.000000000E0
2.487100009E3,1.000000000E0
2.487449992E3,0.000000000E0
2.487800006E3,0.000000000E0
2.488150019E3,0.000000000E0
2.488500000E3,0.000000000E0
2.488850014E3,0.000000000E0
2.489199995E3,0.000000000E0
2.489550009E3,0.000000000E0
2.489899992E3,0.000000000E0
2.490250003E3,0.000000000E0
2.490600017E3,2.000000000E0
2.490949998E3,0.000000000E0
2.491300013E3,0.000000000E0
2.491649995E3,0.000000000E0
2.492000008E3,0.000000000E0
2.492349991E3,0.000000000E0
2.492700003E3,1.000000000E0
2.493050017E3,1.000000000E0
2.493399998E3,0.000000000E0
2.493750011E3,0.000000000E0
2.494099994E3,0.000000000E0
2.494450006E3,0.000000000E0
2.494799989E3,0.000000000E0
2.495150002E3,0.000000000E0
2.495500016E3,0.000000000E0
2.495849997E3,0.000000000E0
2.496200011E3,0.000000000E0
2.496549992E3,0.000000000E0
2.496900006E3,0.000000000E0
2.497250019E3,0.000000000E0
2.497600000E3,0.000000000E0
2.497950014E3,0.000000000E0
2.498299995E3,0.000000000E0
2.498650009E3,2.000000000E0
2.498999992E3,0.000000000E0
2.499350005E3,0.000000000E0
2.499700019E3,0.000000000E0
2.500050000E3,1.000000000E0
2.500400014E3,0.000000000E0
2.500749995E3,0.000000000E0
2.501100008E3,0.000000000E0
2.501449991E3,0.000000000E0
2.501800003E3,0.000000000E0
2.502150017E3,0.000000000E0
2.502499998E3,0.000000000E0
2.502850011E3,0.000000000E0
2.503199994E3,0.000000000E0
2.503550006E3,0.000000000E0
2.503899989E3,0.000000000E0
2.504250002E3,0.000000000E0
2.504600016E3,0.000000000E0
2.504949997E3,0.000000000E0
2.505300011E3,2.000000000E0
2.505649992E3,0.000000000E0
2.506000006E3,0.000000000E0
2.506350019E3,0.000000000E0
2.506700000E3,0.000000000E0
2.507050014E3,0.000000000E0
2.507399995E3,0.000000000E0
2.507750009E3,0.000000000E0
2.508099992E3,0.000000000E0
2.508450005E3,0.000000000E0
2.508800019E3,0.000000000E0
2.509150000E3,0.000000000E0
2.509500014E3,0.000000000E0
2.509849995E3,0.000000000E0
2.510200008E3,0.000000000E0
2.510549991E3,0.000000000E0
2.510900003E3,0.000000000E0
2.511250017E3,2.000000000E0
2.511599998E3,0.000000000E0
2.511950011E3,0.000000000E0
2.512299994E3,0.000000000E0
2.512650006E3,0.000000000E0
2.512999989E3,0.000000000E0
2.513350002E3,1.000000000E0
2.513700016E3,0.000000000E0
2.514049997E3,0.000000000E0
2.514400011E3,0.000000000E0
2.514749992E3,0.000000000E0
2.515100006E3,0.000000000E0
2.515450019E3,0.000000000E0
2.515800002E3,0.000000000E0
2.516150014E3,0.000000000E0
2.516499997E3,0.000000000E0
2.516850009E3,0.000000000E0
2.517199992E3,0.000000000E0
2.517550005E3,0.000000000E0
2.517900019E3,0.000000000E0
2.518250000E3,0.000000000E0
2.518600014E3,0.000000000E0
2.518949995E3,0.000000000E0
2.519300008E3,0.000000000E0
2.519649991E3,0.000000000E0
2.520000003E3,0.000000000E0
2.520350017E3,0.000000000E0
2.520699998E3,0.000000000E0
2.521050013E3,0.000000000E0
2.521399994E3,0.000000000E0
2.521750006E3,1.000000000E0
2.522099989E3,0.000000000E0
2.522450002E3,1.000000000E0
2.522800016E3,0.000000000E0
2.523149997E3,0.000000000E0
2.523500011E3,0.000000000E0
2.523849994E3,0.000000000E0
2.524200006E3,0.000000000E0
2.524550019E3,0.000000000E0
2.524900000E3,0.000000000E0
2.525250014E3,0.000000000E0
2.525599997E3,0.000000000E0
2.525950009E3,0.000000000E0
2.526299992E3,0.000000000E0
2.526650005E3,0.000000000E0
2.527000019E3,0.000000000E0
2.527350000E3,0.000000000E0
2.527700014E3,0.000000000E0
2.528049995E3,0.000000000E0
2.528400008E3,1.000000000E0
2.528749991E3,0.000000000E0
2.529100003E3,0.000000000E0
2.529450017E3,0.000000000E0
2.529799998E3,1.000000000E0
2.530150013E3,0.000000000E0
2.530499994E3,1.000000000E0
2.530850008E3,0.000000000E0
2.531199989E3,0.000000000E0
2.531550002E3,0.000000000E0
2.531900016E3,1.000000000E0
2.532249997E3,0.000000000E0
2.532600011E3,0.000000000E0
2.532949994E3,0.000000000E0
2.533300006E3,0.000000000E0
2.533650020E3,0.000000000E0
2.534000002E3,0.000000000E0
2.534350016E3,0.000000000E0
2.534699997E3,0.000000000E0
2.535050009E3,0.000000000E0
2.535399992E3,0.000000000E0
2.535750005E3,0.000000000E0
2.536100019E3,0.000000000E0
2.536450000E3,1.000000000E0
2.536800014E3,0.000000000E0
2.537149995E3,0.000000000E0
2.537500008E3,0.000000000E0
2.537849991E3,0.000000000E0
2.538200003E3,0.000000000E0
2.538550017E3,1.000000000E0
2.538899998E3,0.000000000E0
2.539250012E3,0.000000000E0
2.539599994E3,0.000000000E0
2.539950008E3,0.000000000E0
2.540299989E3,0.000000000E0
2.540650002E3,0.000000000E0
2.541000016E3,1.000000000E0
2.541349997E3,0.000000000E0
2.541700011E3,0.000000000E0
2.542049994E3,0.000000000E0
2.542400006E3,0.000000000E0
2.542750020E3,0.000000000E0
2.543100002E3,1.000000000E0
2.543450016E3,0.000000000E0
2.543799997E3,0.000000000E0
2.544150009E3,0.000000000E0
2.544499992E3,0.000000000E0
2.544850005E3,0.000000000E0
2.545200019E3,0.000000000E0
2.545550000E3,0.000000000E0
2.545900014E3,0.000000000E0
2.546249995E3,0.000000000E0
2.546600009E3,0.000000000E0
2.546949991E3,0.000000000E0
2.547300003E3,0.000000000E0
2.547650017E3,0.000000000E0
2.547999998E3,0.000000000E0
2.548350012E3,0.000000000E0
2.548699995E3,0.000000000E0
2.549050008E3,0.000000000E0
2.549399991E3,0.000000000E0
2.549750002E3,0.000000000E0
2.550100016E3,0.000000000E0
2.550449997E3,0.000000000E0
2.550800011E3,0.000000000E0
2.551149994E3,1.000000000E0
2.551500006E3,0.000000000E0
2.551850020E3,0.000000000E0
2.552200002E3,1.000000000E0
2.552550016E3,0.000000000E0
2.552899997E3,0.000000000E0
2.553250009E3,0.000000000E0
2.553599992E3,0.000000000E0
2.553950005E3,0.000000000E0
2.554300019E3,0.000000000E0
2.554650000E3,1.000000000E0
2.555000014E3,0.000000000E0
2.555349995E3,0.000000000E0
2.555700009E3,0.000000000E0
2.556049991E3,0.000000000E0
2.556400003E3,0.000000000E0
2.556750017E3,0.000000000E0
2.557099998E3,1.000000000E0
2.557450012E3,0.000000000E0
2.557799995E3,0.000000000E0
2.558150008E3,0.000000000E0
2.558499991E3,0.000000000E0
2.558850003E3,0.000000000E0
2.559200016E3,0.000000000E0
2.559549998E3,0.000000000E0
2.559900011E3,0.000000000E0
2.560249994E3,0.000000000E0
2.560600006E3,0.000000000E0
2.560949989E3,0.000000000E0
2.561300002E3,0.000000000E0
2.561650016E3,1.000000000E0
2.561999997E3,0.000000000E0
2.562350009E3,0.000000000E0
